user,target,sentiment label,full_text,cleaning_cleaned        ,case_folding
kkkeeeeennnnn,ollalola,0,@ollalola @kultur_urakan Tahun depan kan pajak udh naik jadi 12% de Cc: @dicktutor,Tahun depan kan pajak udh naik jadi de Cc,tahun depan kan pajak udh naik jadi de cc
oatmilie,napoleonfigther,1,@napoleonfigther T4 (63BP) stun (63BP) Iyah kan? Padahal pajak pegawai per awal tahun ini kan naik ada wacana PPN juga naik dimana kalo kita belanja otomatis kena juga. Tapi infrastruktur seperti ga merata dan benefit ke rakyat kaya minim,T BP stun BP Iyah kan Padahal pajak pegawai per awal tahun ini kan naik ada wacana PPN juga naik dimana kalau kita belanja otomatis kena juga Tapi infrastruktur seperti ga merata dan benefit ke rakyat kaya minim,t bp stun bp iyah kan padahal pajak pegawai per awal tahun ini kan naik ada wacana ppn juga naik dimana kalau kita belanja otomatis kena juga tapi infrastruktur seperti ga merata dan benefit ke rakyat kaya minim
_amor_fati_88,_amor_fati_88,1,Potongan dan pajak itu beberapa ada yg membantu cuma kayak UMR itu masak naik 100rb doang sdgkan harga kebutuhan dr 20rb bisa melambung 100rb. Okelah potongan BPJS membantu cuma ya itu tadi gak bisa apa ya UMR dinaikin 1jt minimal?,Potongan dan pajak itu beberapa ada yang membantu cuma kayak UMR itu masak naik rb doang sdgkan harga kebutuhan dr rb bisa melambung rb Okelah potongan BPJS membantu cuma ya itu tadi tidak bisa apa ya UMR dinaikin jt minimal,potongan dan pajak itu beberapa ada yang membantu cuma kayak umr itu masak naik rb doang sdgkan harga kebutuhan dr rb bisa melambung rb okelah potongan bpjs membantu cuma ya itu tadi tidak bisa apa ya umr dinaikin jt minimal
Jhan_Nameless_M,artemeasts,1,@artemeasts Kalo yang itu menang. Siap siap PBB kita naik lagi. BPHTB juga pasti ikutan naik. Hidup ini diperas pajak dan dijarah sama judol. Sehat sehat semuanya,Kalo yang itu menang Siap siap PBB kita naik lagi BPHTB juga pasti ikutan naik Hidup ini diperas pajak dan dijarah sama judol Sehat sehat semuanya,kalo yang itu menang siap siap pbb kita naik lagi bphtb juga pasti ikutan naik hidup ini diperas pajak dan dijarah sama judol sehat sehat semuanya
Fol1eadeux,delecerak,1,@delecerak @Lostranauts_300 @sayapkanan212 @remaja_jjongppo Karena mostly umkm tuh pengusaha culas gamau naik kelas usaha artis bahkan anak presiden aja mainnya umkm ya biar bisa undercut pajak sama upah yg lu ngomong kesusahan itu usah mikro yg jaga bare,Karena mostly umkm tuh pengusaha culas gamau naik kelas usaha artis bahkan anak presiden aja mainnya umkm ya biar bisa undercut pajak sama upah yang lu ngomong kesusahan itu usah mikro yang jaga bareng bini anak juga bisa,karena mostly umkm tuh pengusaha culas gamau naik kelas usaha artis bahkan anak presiden aja mainnya umkm ya biar bisa undercut pajak sama upah yang lu ngomong kesusahan itu usah mikro yang jaga bareng bini anak juga bisa
jejakrasa___,DigitalVibesID,1,@DigitalVibesID Waduh pajak udah naik,Waduh pajak udah naik,waduh pajak udah naik
trenzsolo,are_inismyname,1,@are_inismyname @prabowo @Gerindra @Ndons_Back @BANGSAygSUJUD @temanduit @IrawanRommi @DarekaRendy @Kimberley_PS08 @florieliciouss @DedynurPalakka @adri_zizie Nambah hutang lagi siap2 pajak naik harga BBM naik beras naik UKT naik lapangan kerja sulit.,Nambah hutang lagi siap pajak naik harga BBM naik beras naik UKT naik lapangan kerja sulit,nambah hutang lagi siap pajak naik harga bbm naik beras naik ukt naik lapangan kerja sulit
jeonginhd,skipberat,1,@skipberat RataÂ² harga belanja di indo sama mirip negara maju kaya korea tapi kok bisa kita gajinya jauh dibawah negaraÂ² tetangga? Apalagi pajaknya ga masuk akal ga naik gaji tapi pajak tiap tahun naik?! Gamau punya rakyatnya sejahtera?,Rata harga belanja di indo sama mirip negara maju kaya korea tapi kok bisa kita gajinya jauh dibawah negara tetangga Apalagi pajaknya ga masuk akal ga naik gaji tapi pajak tiap tahun naik Gamau punya rakyatnya sejahtera,rata harga belanja di indo sama mirip negara maju kaya korea tapi kok bisa kita gajinya jauh dibawah negara tetangga apalagi pajaknya ga masuk akal ga naik gaji tapi pajak tiap tahun naik gamau punya rakyatnya sejahtera
MaueskrimCake,worksfess,0,@worksfess Beli pas ada pameran antam harganya sesuai harga pabrik. Ga kena pajak. Pantengin ig antam biasanya di beberapa kota ngadain pameran gitu. Lebih prefer fisik daripada digital. Ga ada waktu khusus. Emas tuh harganya stabil kalo naik bisa jomplan,Beli pas ada pameran antam harganya sesuai harga pabrik Ga kena pajak Pantengin ig antam biasanya di beberapa kota ngadain pameran gitu Lebih prefer fisik daripada digital Ga ada waktu khusus Emas tuh harganya stabil kalau naik bisa jomplang Kalo turun pun ga turun bgt,beli pas ada pameran antam harganya sesuai harga pabrik ga kena pajak pantengin ig antam biasanya di beberapa kota ngadain pameran gitu lebih prefer fisik daripada digital ga ada waktu khusus emas tuh harganya stabil kalau naik bisa jomplang kalo turun pun ga turun bgt
sales_yakult,ilumeyis,0,@ilumeyis @Karachan489781 @0xvellync @sosmedkeras Ngga kalo orang2 di jawa pada balik ke pulau2 asalnya kebutuhan/demand di kota tsb bakal naik alhasil supplai dibutuhkan buka usaha disana ngasih banyak loker belum pedagang2 di pasar rame yg beli Udah pas,Ngga kalau orang di jawa pada balik ke pulau asalnya kebutuhandemand di kota tersebut bakal naik alhasil supplai dibutuhkan buka usaha disana ngasih banyak loker belum pedagang di pasar rame yang beli Udah pasti muter kenceng ekonomi di daerah pajak daerah naik kota pun maju,ngga kalau orang di jawa pada balik ke pulau asalnya kebutuhandemand di kota tersebut bakal naik alhasil supplai dibutuhkan buka usaha disana ngasih banyak loker belum pedagang di pasar rame yang beli udah pasti muter kenceng ekonomi di daerah pajak daerah naik kota pun maju
garrettcaramel,DigitalVibesID,1,@DigitalVibesID Wih pantesan pda naik jdi ada pemotongan pajak ya,Wih pantesan pda naik jdi ada pemotongan pajak ya,wih pantesan pda naik jdi ada pemotongan pajak ya
RickyKardjono,AyamSegar3,1,@AyamSegar3 Mantap bro @AyamSegar3 pajak naik pandapotan berkurang...ï¸ https://t.co/DnRJkZPmnF,Mantap bro pajak naik pandapotan berkurang,mantap bro pajak naik pandapotan berkurang
MSabiqH,geloraco,1,@geloraco Dengan banyak hutang riba sudah pasti negeri akan terjerat hancur hutang ber-riba. Nanti pajak akan naik. Negeri dengan pilar pajak dan riba akan hancur hingga tergadai.,Dengan banyak hutang riba sudah pasti negeri akan terjerat hancur hutang berriba Nanti pajak akan naik Negeri dengan pilar pajak dan riba akan hancur hingga tergadai,dengan banyak hutang riba sudah pasti negeri akan terjerat hancur hutang berriba nanti pajak akan naik negeri dengan pilar pajak dan riba akan hancur hingga tergadai
Rogey91914280,Epricila10,1,@Epricila10 semua kan pakai uang negara dan saya bayar oajak pajak segala macem naik naik tol juga bayar gak gratis saya juga kalo jadi oresiden bisa bikin orang duit ada ngapain pusing,semua kan pakai uang negara dan saya bayar oajak pajak segala macem naik naik tol juga bayar tidak gratis saya juga kalau jadi oresiden bisa bikin orang duit ada ngapain pusing,semua kan pakai uang negara dan saya bayar oajak pajak segala macem naik naik tol juga bayar tidak gratis saya juga kalau jadi oresiden bisa bikin orang duit ada ngapain pusing
tuanputriitay,tuanputriitay,1,Sampe mau naik banding ke pengadilan tapi konsultannya malah advise udah Turutin aja AR pajak soalnya ini tahun politik kalaupun naik banding kemungkinan besar kalah.,Sampe mau naik banding ke pengadilan tapi konsultannya malah advise udah Turutin aja AR pajak soalnya ini tahun politik kalaupun naik banding kemungkinan besar kalah,sampe mau naik banding ke pengadilan tapi konsultannya malah advise udah turutin aja ar pajak soalnya ini tahun politik kalaupun naik banding kemungkinan besar kalah
raden_admodjo,crombolony,1,@crombolony Udah kayak pajak naik tapi pendapatan tetap,Udah kayak pajak naik tapi pendapatan tetap,udah kayak pajak naik tapi pendapatan tetap
deasjoanna,,1,belum lagi tahun depan pajak naik capek jg lama lama kalo ketemu yg bayarin gw mulu gamau split bill.. nasib budak cinta,belum lagi tahun depan pajak naik capek jg lama lama kalau ketemu yang bayarin gw mulu gamau split bill nasib budak cinta,belum lagi tahun depan pajak naik capek jg lama lama kalau ketemu yang bayarin gw mulu gamau split bill nasib budak cinta
gue303030,Tita83079013,1,@Tita83079013 Tp kl dana subsidi nya dr pajak naik tarif air listrik naik tarif tol naik tarif BPJS naik subsidi dicabut itu mah membuat rakyat Indonesia menderita,Tp kl dana subsidi nya dr pajak naik tarif air listrik naik tarif tol naik tarif BPJS naik subsidi dicabut itu mah membuat rakyat Indonesia menderita,tp kl dana subsidi nya dr pajak naik tarif air listrik naik tarif tol naik tarif bpjs naik subsidi dicabut itu mah membuat rakyat indonesia menderita
Mandala03309173,detikcom,1,@detikcom Ini menteri nggk ada enaknya kalau ngomong kalau nggak tekor kalau nggak naik pajak...tapi masih tetap dipake macam nggak ada lagi di negara ini ahli ekonomi yang bisa membuat APBN bisa surplus,Ini menteri nggk ada enaknya kalau ngomong kalau nggak tekor kalau nggak naik pajaktapi masih tetap dipake macam nggak ada lagi di negara ini ahli ekonomi yang bisa membuat APBN bisa surplus,ini menteri nggk ada enaknya kalau ngomong kalau nggak tekor kalau nggak naik pajaktapi masih tetap dipake macam nggak ada lagi di negara ini ahli ekonomi yang bisa membuat apbn bisa surplus
FHISIP172393,BabehAldoAje135,1,@BabehAldoAje135 @prabowo Rugi sekali rakyat membayar gaji Wapres Stop memperjuangkan dan mempertahankan orang tidak bisa kerja menjadi Wapres. Pajak sudah naik bertubi-tubi tapi Wapres tidak bisa kerja dan tidak ada kerjaan https://t.co/WzzUTrUXPV,Rugi sekali rakyat membayar gaji Wapres Stop memperjuangkan dan mempertahankan orang tidak bisa kerja menjadi Wapres Pajak sudah naik bertubitubi tapi Wapres tidak bisa kerja dan tidak ada kerjaan,rugi sekali rakyat membayar gaji wapres stop memperjuangkan dan mempertahankan orang tidak bisa kerja menjadi wapres pajak sudah naik bertubitubi tapi wapres tidak bisa kerja dan tidak ada kerjaan
nectvne,,1,skrg klo goput grabput sama sopiput jd mahal mahal bgt bjir klo beli langsung jg malas krn jauh kek pajak makanannya aja udh naik gede bgt kek gacoan aja bs beda goceng sama di tempat langsung,skrg klo goput grabput sama sopiput jd mahal mahal bgt bjir klo beli langsung jg malas krn jauh kek pajak makanannya aja udh naik gede bgt kek gacoan aja bs beda goceng sama di tempat langsung,skrg klo goput grabput sama sopiput jd mahal mahal bgt bjir klo beli langsung jg malas krn jauh kek pajak makanannya aja udh naik gede bgt kek gacoan aja bs beda goceng sama di tempat langsung
DigitalVibesID,,0,PEMOTONGAN PAJAK ALASAN SAHAM AMERIKA NAIK Dikutip dari VNBC Indonesia Ada alasan mengapa pasar saham melonjak setelah Trump memenangkan pemilihan. Investor mengharapkan pemerintahan yang lebih ramah bisnis termasuk pemotongan pajak. Selama masa jabatan baru mantan presiden https://t.co/fq3fgB4Vy9,PEMOTONGAN PAJAK ALASAN SAHAM AMERIKA NAIK Dikutip dari VNBC Indonesia Ada alasan mengapa pasar saham melonjak setelah Trump memenangkan pemilihan Investor mengharapkan pemerintahan yang lebih ramah bisnis termasuk pemotongan pajak Selama masa jabatan baru mantan presiden,pemotongan pajak alasan saham amerika naik dikutip dari vnbc indonesia ada alasan mengapa pasar saham melonjak setelah trump memenangkan pemilihan investor mengharapkan pemerintahan yang lebih ramah bisnis termasuk pemotongan pajak selama masa jabatan baru mantan presiden
AntipJones,MukidiWf,1,@MukidiWf @B3doel___ punya mobil ga mmpu bayar pajak mending naik beat kek aing bang bayar pajak trus,punya mobil ga mmpu bayar pajak mending naik beat kek aing bang bayar pajak trus,punya mobil ga mmpu bayar pajak mending naik beat kek aing bang bayar pajak trus
FerryWF1,MARQUEZ__93,1,@MARQUEZ__93 Rakyat lagi yang kena pajak naik mantap dah,Rakyat lagi yang kena pajak naik mantap dah,rakyat lagi yang kena pajak naik mantap dah
celciusxyz,detikcom,1,@detikcom Udah rakyat susah dijaman dia banyak phk baru kelar COVID dihajar ppn naik Dari 10 ke 11% sembako naik pajak naik segala macam mahal gila bener nikmat mana lagi yg kau dustakan perbulan dapet 30 jt edan sia,Udah rakyat susah dijaman dia banyak phk baru kelar COVID dihajar ppn naik Dari ke sembako naik pajak naik segala macam mahal gila bener nikmat mana lagi yang kau dustakan perbulan dapet jt edan sia,udah rakyat susah dijaman dia banyak phk baru kelar covid dihajar ppn naik dari ke sembako naik pajak naik segala macam mahal gila bener nikmat mana lagi yang kau dustakan perbulan dapet jt edan sia
papanberjalan,,1,Analogi JAVA vs RUST bayangkan bikin laporan pengeluaran dengan case naik helikopter buat beli permen ini di pemerintahan? apa ga pada demo tuh seluruh warga Indonesia ke pejabad yg hamburÂ²kan uang pajak? so JAVA===KORUPSI is valid,Analogi JAVA vs RUST bayangkan bikin laporan pengeluaran dengan case naik helikopter buat beli permen ini di pemerintahan apa ga pada demo tuh seluruh warga Indonesia ke pejabad yang hamburkan uang pajak so JAVAKORUPSI is valid,analogi java vs rust bayangkan bikin laporan pengeluaran dengan case naik helikopter buat beli permen ini di pemerintahan apa ga pada demo tuh seluruh warga indonesia ke pejabad yang hamburkan uang pajak so javakorupsi is valid
indodax,,0,REKAP BERITA KRIPTO MINGGU INI - Tanpa Pajak! Ini 5 Negara Tujuan Favorit Trader Kripto - Harga Bitcoin Bisa Naik Tajam! Simak Efek Pemilu AS - Signal Bullish Meningkat Altcoin Ini Siap Melesat! Kamu udah baca yang mana nih? #INDODAX #AsetMasaDepan,REKAP BERITA KRIPTO MINGGU INI Tanpa Pajak Ini Negara Tujuan Favorit Trader Kripto Harga Bitcoin Bisa Naik Tajam Simak Efek Pemilu AS Signal Bullish Meningkat Altcoin Ini Siap Melesat Kamu udah baca yang mana nih INDODAX AsetMasaDepan,rekap berita kripto minggu ini tanpa pajak ini negara tujuan favorit trader kripto harga bitcoin bisa naik tajam simak efek pemilu as signal bullish meningkat altcoin ini siap melesat kamu udah baca yang mana nih indodax asetmasadepan
leclarius,leclarius,1,pemerentah: biaya pendidikan dibuat mahal kurikulum turun kualitas guru ga terjamin sejahtera pajak naik daya beli turun sibuk korupsi also pemerentah:,pemerentah biaya pendidikan dibuat mahal kurikulum turun kualitas guru ga terjamin sejahtera pajak naik daya beli turun sibuk korupsi also pemerentah,pemerentah biaya pendidikan dibuat mahal kurikulum turun kualitas guru ga terjamin sejahtera pajak naik daya beli turun sibuk korupsi also pemerentah
N_Arbiyan,pariskhairullah,1,@pariskhairullah Mana pajak hiburan 2025 naik pula pak ini kalo batal tambah berasa aja duit ngk baliknya dah wkwk,Mana pajak hiburan naik pula pak ini kalau batal tambah berasa aja duit ngk baliknya dah wkwk,mana pajak hiburan naik pula pak ini kalau batal tambah berasa aja duit ngk baliknya dah wkwk
NSikeong,kumparan,1,@kumparan Alamat pajak pada naik ini,Alamat pajak pada naik ini,alamat pajak pada naik ini
herd4n4,antiqnur,0,@antiqnur @BuAgus17 @merapi_uncover Itu selain efek dari fee yg kudu diberikan ke guide2 tukang becak dll..juga karena pajak saking banyaknya franchise.. juga karena banyak tenaga yg harus digaji..secara gak langsung hpp/harga pokok produksi jadi naik. Se,Itu selain efek dari fee yang kudu diberikan ke guide tukang becak dlljuga karena pajak saking banyaknya franchise juga karena banyak tenaga yang harus digajisecara tidak langsung hppharga pokok produksi jadi naik Sedangkan masih ada yang bisa menjual butir,itu selain efek dari fee yang kudu diberikan ke guide tukang becak dlljuga karena pajak saking banyaknya franchise juga karena banyak tenaga yang harus digajisecara tidak langsung hppharga pokok produksi jadi naik sedangkan masih ada yang bisa menjual butir
lost466270,adhams,1,@adhams Gara ganti nama BPKB naik 500 rbu tapi proses sama aja. @prabowo klo bisa di persulit ngapain di permudah prinsip birokrat masih gitu. hrusnya ganti nama itu gratis buku yg di pake kn cuma di sobek 1 kertas Bayar pajak bakal rame deh. Ini pindah a,Gara ganti nama BPKB naik rbu tapi proses sama aja klo bisa di persulit ngapain di permudah prinsip birokrat masih gitu hrusnya ganti nama itu gratis buku yang di pake kn cuma di sobek kertas Bayar pajak bakal rame deh Ini pindah alamat aj bayar pajak jdi susah,gara ganti nama bpkb naik rbu tapi proses sama aja klo bisa di persulit ngapain di permudah prinsip birokrat masih gitu hrusnya ganti nama itu gratis buku yang di pake kn cuma di sobek kertas bayar pajak bakal rame deh ini pindah alamat aj bayar pajak jdi susah
YabetuI,geloraco,1,@geloraco Pantesan pajak naik,Pantesan pajak naik,pantesan pajak naik
madmus1969,geloraco,1,@geloraco Klo pemerintah sudah buat statement gitu pertanda pajak mau naik,Klo pemerintah sudah buat statement gitu pertanda pajak mau naik,klo pemerintah sudah buat statement gitu pertanda pajak mau naik
Antelovsky,geloraco,0,@geloraco Dari data di website Portal Data APBN dalam 5 tahun terakhir (2019-2023) penerimaan pajak cenderung naik dg rataÂ² sekitar 106 44% dari target yg ditentukan. Ya penerimaan pajak surplus gini gimana gk langsung dipake ana-ini di pemerintahan Wowo,Dari data di website Portal Data APBN dalam tahun terakhir penerimaan pajak cenderung naik dg rata sekitar dari target yang ditentukan Ya penerimaan pajak surplus gini gimana gk langsung dipake anaini di pemerintahan Wowo,dari data di website portal data apbn dalam tahun terakhir penerimaan pajak cenderung naik dg rata sekitar dari target yang ditentukan ya penerimaan pajak surplus gini gimana gk langsung dipake anaini di pemerintahan wowo
AdiSept10286442,Boediantar4,1,@Boediantar4 Gak heran..ga kaget..la wong program nya naik Ikin pajak BBM tol gas minyak Sembako pupuk listrik ngutang ke bank dunia- dll.. kan sdh ketahuan .arah nya ke Manaaa..!!!!????????? ( coba tebak !!),Gak heranga kagetla wong program nya naik Ikin pajak BBM tol gas minyak Sembako pupuk listrik ngutang ke bank dunia dll kan sdh ketahuan arah nya ke Manaaa coba tebak,gak heranga kagetla wong program nya naik ikin pajak bbm tol gas minyak sembako pupuk listrik ngutang ke bank dunia dll kan sdh ketahuan arah nya ke manaaa coba tebak
aziel_raka,H4T14K4LN4L42,1,@H4T14K4LN4L42 @prabowo Dan Buzzerp tinggal kalahin orang yg komentar pedes dng Ahk lu emang yg bayar hutang negara? Pikirin aj cicilan motor ama dapur rmh. Pajak naik biarin aj kan buat pembangunan ga suka ya pindah negara aj disemua negara pajak itu Waj,Dan Buzzerp tinggal kalahin orang yang komentar pedes dng Ahk lu emang yang bayar hutang negara Pikirin aj cicilan motor ama dapur rmh Pajak naik biarin aj kan buat pembangunan ga suka ya pindah negara aj disemua negara pajak itu Wajib,dan buzzerp tinggal kalahin orang yang komentar pedes dng ahk lu emang yang bayar hutang negara pikirin aj cicilan motor ama dapur rmh pajak naik biarin aj kan buat pembangunan ga suka ya pindah negara aj disemua negara pajak itu wajib
alexxasaroh,DedynurPalakka,1,@DedynurPalakka Ga usah banyak bacotlah rakyat lagi susah sembako mahal listrik mahal pajak naik pengangguran naik anak putus sekolah naik...,Ga usah banyak bacotlah rakyat lagi susah sembako mahal listrik mahal pajak naik pengangguran naik anak putus sekolah naik,ga usah banyak bacotlah rakyat lagi susah sembako mahal listrik mahal pajak naik pengangguran naik anak putus sekolah naik
herry_Pratama,innovacommunity,1,@innovacommunity Kalo mudah dan cepat ya partisipasi bayar pajak juga naik sayangnya yg bikin ribet polisi.. iya polisi..,Kalo mudah dan cepat ya partisipasi bayar pajak juga naik sayangnya yang bikin ribet polisi iya polisi,kalo mudah dan cepat ya partisipasi bayar pajak juga naik sayangnya yang bikin ribet polisi iya polisi
JanuarAnni63084,,1,Solusi anti korupsi ala @prabowo adalah gaji pejabat naik dan pajak rakyat naik. Ini sih memperparah korupsi. Gobloknya kaum penjilat Prabowo tepuk tangan padahal dalam hati mereka nangis dan bisa jadi hidup mereka tidak berkecukupan.,Solusi anti korupsi ala adalah gaji pejabat naik dan pajak rakyat naik Ini sih memperparah korupsi Gobloknya kaum penjilat Prabowo tepuk tangan padahal dalam hati mereka nangis dan bisa jadi hidup mereka tidak berkecukupan,solusi anti korupsi ala adalah gaji pejabat naik dan pajak rakyat naik ini sih memperparah korupsi gobloknya kaum penjilat prabowo tepuk tangan padahal dalam hati mereka nangis dan bisa jadi hidup mereka tidak berkecukupan
perdhanaapri,adhams,1,@adhams Permasalahannya 1. Bayar pajak tp KTP gak ada susah (kendaraan 2nd) 2. Mau gak mau harus balik nama ribet dan lama 3. Cuma bisa dihari kerja yg mana kadang buat cuti itu susah. Sabtu jg cm setengah hari. 3 itu ada solusi yg bayar tp simpel yakin t,Permasalahannya Bayar pajak tp KTP tidak ada susah kendaraan nd Mau tidak mau harus balik nama ribet dan lama Cuma bisa dihari kerja yang mana kadang buat cuti itu susah Sabtu jg cm setengah hari itu ada solusi yang bayar tp simpel yakin tingkat pembayaran pajak naik,permasalahannya bayar pajak tp ktp tidak ada susah kendaraan nd mau tidak mau harus balik nama ribet dan lama cuma bisa dihari kerja yang mana kadang buat cuti itu susah sabtu jg cm setengah hari itu ada solusi yang bayar tp simpel yakin tingkat pembayaran pajak naik
JujurRindu,fazamutaqi0210,1,@fazamutaqi0210 @geloraco @KemenkeuRI @KejaksaanRI @KPK_RI @bpkri Pajak dinaikan semua naik rakyat juga yg susah ?,Pajak dinaikan semua naik rakyat juga yang susah,pajak dinaikan semua naik rakyat juga yang susah
siddactivity,geloraco,1,@geloraco Tekor kenapa bu ? Padahal PAJAK NAIK loh bu,Tekor kenapa bu Padahal PAJAK NAIK loh bu,tekor kenapa bu padahal pajak naik loh bu
A09527460,KomunitasKretek,1,@KomunitasKretek Pas dinasehatin buat berhenti merokok koar koarnya kami penyumbang pajak terbesar giliran harga naik nyalahin rezim.. nyocot tok,Pas dinasehatin buat berhenti merokok koar koarnya kami penyumbang pajak terbesar giliran harga naik nyalahin rezim nyocot tok,pas dinasehatin buat berhenti merokok koar koarnya kami penyumbang pajak terbesar giliran harga naik nyalahin rezim nyocot tok
sumakeke,detikcom,1,@detikcom Pendapatan naik tipis 0 3 % sampai oktober 2024. padahal segala pajak naik melambung dan import gila-gilaan dipemerintahan sebelumnya. Baru sekarang mulai terbuka media -media juga kelihatan keluar kandang dari tekanan pemerintah sebelumnya.,Pendapatan naik tipis sampai oktober padahal segala pajak naik melambung dan import gilagilaan dipemerintahan sebelumnya Baru sekarang mulai terbuka media media juga kelihatan keluar kandang dari tekanan pemerintah sebelumnya,pendapatan naik tipis sampai oktober padahal segala pajak naik melambung dan import gilagilaan dipemerintahan sebelumnya baru sekarang mulai terbuka media media juga kelihatan keluar kandang dari tekanan pemerintah sebelumnya
BusmanIndra1,tham878,1,@tham878 Usut sumber dananya dari harga karet 25ribu jadi 7000 selama 10 tahun harga sawit jaduh dari negara tetangga fee bbm naik dan pajak segala sektor panen raya dihantam dengan import pupuk obat bibit mahal pada zamannya ..,Usut sumber dananya dari harga karet ribu jadi selama tahun harga sawit jaduh dari negara tetangga fee bbm naik dan pajak segala sektor panen raya dihantam dengan import pupuk obat bibit mahal pada zamannya,usut sumber dananya dari harga karet ribu jadi selama tahun harga sawit jaduh dari negara tetangga fee bbm naik dan pajak segala sektor panen raya dihantam dengan import pupuk obat bibit mahal pada zamannya
Priyo__Muhammad,RA_leather,1,@RA_leather Waktu bayar pajaknya ngantri. Kadang pake calo demi tetap membayar pajak. Kalo telat didenda. Pas pemilu juga ngantri. Ninggalin dagangan demi tetep nyoblos. Abis itu ditipu. Belum puas juga pajaknya naik terus. Tapi ada yg ngemplang pajak idu,Waktu bayar pajaknya ngantri Kadang pake calo demi tetap membayar pajak Kalo telat didenda Pas pemilu juga ngantri Ninggalin dagangan demi tetep nyoblos Abis itu ditipu Belum puas juga pajaknya naik terus Tapi ada yang ngemplang pajak idupnya foya foya Seburuk itu,waktu bayar pajaknya ngantri kadang pake calo demi tetap membayar pajak kalo telat didenda pas pemilu juga ngantri ninggalin dagangan demi tetep nyoblos abis itu ditipu belum puas juga pajaknya naik terus tapi ada yang ngemplang pajak idupnya foya foya seburuk itu
Djaka66,nalarto,1,@nalarto @aniesbaswedan Hasil nyata jkw beras naik pajak naik by sekolah naik bbm naik semua naik cuma harga diri yg turun,Hasil nyata jkw beras naik pajak naik by sekolah naik bbm naik semua naik cuma harga diri yang turun,hasil nyata jkw beras naik pajak naik by sekolah naik bbm naik semua naik cuma harga diri yang turun
Baguscar,Boediantar4,1,@Boediantar4 Ya nnt turunin lagi lah ... semoga mereka sadar kalau selama ini keputusan hanya utk kemakmuran golongan mereka saja ... rakyat kecil mah ... EGP ... mo pajak naik .. mo makan nasi hanya kalau dapat bansos aja .. terserah ... yuk lebih cerdas,Ya nnt turunin lagi lah semoga mereka sadar kalau selama ini keputusan hanya untuk kemakmuran golongan mereka saja rakyat kecil mah EGP mo pajak naik mo makan nasi hanya kalau dapat bansos aja terserah yuk lebih cerdas lagi,ya nnt turunin lagi lah semoga mereka sadar kalau selama ini keputusan hanya untuk kemakmuran golongan mereka saja rakyat kecil mah egp mo pajak naik mo makan nasi hanya kalau dapat bansos aja terserah yuk lebih cerdas lagi
setiawa02375936,V3g3L,1,@V3g3L @detikcom Sangat ironi rakyat kecil tidak boleh naik level rakyat kecil yang bijak harus bayar pajak.,Sangat ironi rakyat kecil tidak boleh naik level rakyat kecil yang bijak harus bayar pajak,sangat ironi rakyat kecil tidak boleh naik level rakyat kecil yang bijak harus bayar pajak
pajakcom,,2,Cadangan Devisa Indonesia Naik Jadi 151 2 Miliar Dollar AS per Oktober 2024 https://t.co/hDEC3bYpqC,Cadangan Devisa Indonesia Naik Jadi Miliar Dollar AS per Oktober,cadangan devisa indonesia naik jadi miliar dollar as per oktober
gue303030,Boediantar4,1,@Boediantar4 Kl di Indonesia koruptor mash aman aman ajatp yg kena dampak rakyat Indonesia mereka korupsi uang apbn sampe uang apbn menipis ee rakyat yg kena dampak pajak naik subsidi dicabut,Kl di Indonesia koruptor mash aman aman ajatp yang kena dampak rakyat Indonesia mereka korupsi uang apbn sampe uang apbn menipis ee rakyat yang kena dampak pajak naik subsidi dicabut,kl di indonesia koruptor mash aman aman ajatp yang kena dampak rakyat indonesia mereka korupsi uang apbn sampe uang apbn menipis ee rakyat yang kena dampak pajak naik subsidi dicabut
abinandar2003,H4T14K4LN4L42,1,@H4T14K4LN4L42 @prabowo Sebentar lagi pajak naik neh.. tarif listrik naik bbm naik ... Cuma fufufafa yg kolor nya turun..,Sebentar lagi pajak naik neh tarif listrik naik bbm naik Cuma fufufafa yang kolor nya turun,sebentar lagi pajak naik neh tarif listrik naik bbm naik cuma fufufafa yang kolor nya turun
doktermarket,,2,Cadangan devisa Indonesia naik $1 3 miliar ke rekor tertinggi baru $151 2 miliar di bulan Oktober seiring penerimaan pajak dan pinjaman pemerintah.,Cadangan devisa Indonesia naik miliar ke rekor tertinggi baru miliar di bulan Oktober seiring penerimaan pajak dan pinjaman pemerintah,cadangan devisa indonesia naik miliar ke rekor tertinggi baru miliar di bulan oktober seiring penerimaan pajak dan pinjaman pemerintah
dikalasendjaa,,0,seumpama bayar pajak kendaraan segampang bayar token listrik kayake bakal naik pendapatan pajake,seumpama bayar pajak kendaraan segampang bayar token listrik kayake bakal naik pendapatan pajake,seumpama bayar pajak kendaraan segampang bayar token listrik kayake bakal naik pendapatan pajake
tuni22sa,menghalusinasy,1,@menghalusinasy @andikamalreza Ga nyambung padahal baik buruk nya juga yg kena seluruh Rakyat dikira kalo pajak naik dia gak kena kali ya,Ga nyambung padahal baik buruk nya juga yang kena seluruh Rakyat dikira kalau pajak naik dia tidak kena kali ya,ga nyambung padahal baik buruk nya juga yang kena seluruh rakyat dikira kalau pajak naik dia tidak kena kali ya
